system_id,dataSource,artUrl,artDate,artTitle,artContent,commentCount
324,Mobile01,https://www.mobile01.com/topicdetail.php?f=598&t=6912940,2024-02-01 03:26:00,#詢問 過年要幫婆婆買出外走春的新鞋,因為先生那邊的親戚都住在南部過年我們通常會帶公婆一起回親戚家圍爐這次有安排要順便去戶外走走有聽婆婆在說她的鞋子不太好走，穿久不舒服想趁過年換一雙新鞋因此這任務就落到我頭上了打算這幾天帶婆婆去買適合出外走春穿的鞋子婆家附近有一家美而堅，想說就近買比較方便但沒穿過這牌的鞋子，不知道好不好穿爬文主要都是討論他們家護士鞋好穿想問問健康鞋評價如何？還是有什麼推薦長輩穿的健康鞋品牌？,1
325,Mobile01,https://www.mobile01.com/topicdetail.php?f=596&t=6912982,2024-02-01 05:09:00,有推薦兼顧時尚與保暖的羽絨衣嗎？,最近這幾天寒流來襲出門果斷放棄穿好看的大衣，只穿羽絨衣出門這幾天下來有個體悟是羽絨衣真的很少好看的原因在於其蓬鬆的外型如果不拉拉鍊穿還可以看但天冷時不可能不拉起來，穿起來時就會像雪人一樣尤其是很多人推薦uniqlo的，手臂縮口跟下擺都有做縮口雖然保暖但是穿起來看起來真的很沒時尚感因此想請問大家有推薦外型好看的羽絨衣？同時也要兼具保暖效果，再冷也是要穿的好看啊！,5
326,Mobile01,https://www.mobile01.com/topicdetail.php?f=376&t=6912641,2024-01-31 09:37:00,溫潤而內斂的存在 TUDOR Black Bay 79012M 帝舵 青銅腕表,今年案子終於告一段落可以浮出水面透透氣-從18年就很想入手一塊青銅腕錶原先的首選是Oris的怒海潛將計時款但破六位數配SW510實在是下不了手再加上18年至今仍在市場上流通的寥寥無幾便暫時將銅錶的衝動擱在心底直到2021年帝舵推出BB58二代青銅39mm錶徑配上自製機芯的完美搭配便毫不猶豫的趁著生日任性一波39mm舒適趁手的錶徑配上凸面玻璃錶冠上的一朵綠玫瑰青銅鉚釘鏈帶配上全新T-Fit調節系統無論冬天、夏天，調節錶帶方便多了叫我怎麼能不愛...不鏽鋼PVD的背蓋稍嫌無趣若能開個透背就更加完美了雖然跟家人嘴上承諾是去年最後一支但事後 嗯...大家都知道的-IG：watchit.tw,0
327,Mobile01,https://www.mobile01.com/topicdetail.php?f=595&t=6912811,2024-01-31 23:54:00,多焦隱形眼鏡搭配閃光眼鏡,近日知道博士倫有推出多焦+閃光的隱形眼鏡，打電話詢問過單價不便宜再加上需約莫一個月的交期，眼鏡行人員則建議可用多焦隱形眼鏡搭配單獨閃光的眼鏡來代替；想請問這樣的組合還是閃光隱形眼鏡搭配老花鏡片較推薦？在價格上以及舒適性上的比較何者較佳？感謝🙏,8
328,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6913037,2024-02-01 06:18:00,自體脂肪跟玻尿酸哪個好? 太陽穴嚴重凹陷,自體脂肪 成功的話會是半永久費用也比較低，但需要三個月穩定期，有可能全消失。玻尿酸 可以維持半年到1年費用比較高看大家都推緹奧希隱形玻尿酸大家好像都推打玻尿酸想問玻尿酸跟自體脂肪還有其他的差別嗎?台中有什麼推薦的醫生嗎?,0
329,Mobile01,https://www.mobile01.com/topicdetail.php?f=595&t=6905630,2024-01-16 04:33:00,「開箱」FENDI 經典花色帽子,話說有好一段時間沒買東西了心裡都癢癢的這次想要快一點收到所以就在國內電商買這次買了FENDI的經典花色的帽子雙F造型很經典不退流行很不錯,5
330,Mobile01,https://www.mobile01.com/topicdetail.php?f=376&t=6907838,2024-01-21 11:23:00,01 的積家錶愛好者真的那麼少？,大家分享一下你的收藏吧,5
331,Mobile01,https://www.mobile01.com/topicdetail.php?f=718&t=6907045,2024-01-19 03:45:00,126231 - 半金綠羅馬入手,我這個世代從小對於勞力士的認知，始於每每只要提到勞長輩都會說對方混得不錯戴滿天星如此之類的話，小時的我聽到滿天星時都會覺得很炫砲啊這是甚麼厲害的型號？！導致第一次看到本尊後不免有點失望。「這就是大家所說的滿天星？」是我第一次見到勞後留下的印象，現在已經記不得當初看到的到底是甚麼型號或到底是不是叔叔伯伯口中說的滿天星，在我的心中勞力士留下的就是老氣外加錶帶寬鬆啷啷地「掛」在阿伯手腕上的印象。不懂厲害在哪，但是長輩說很厲害就是了。對於勞力士的認識始自第一份工作的主管，當時主管及學長們圍在電腦前，看著主管手上新買的黑水鬼126610及一邊搜尋一邊討論彼此喜歡的型號，對於勞的印象一直停留在穿著橫條紋Polo衫大肚阿伯手上那隻的我，第一次理解到原來勞力士也分有許多不同類型的錶款，主管問了問我懂不懂勞啊借我聞香了一下新錶，一時也說不上有很大的改觀，只看到外面發亮的陶瓷圈及掃動的秒針覺得這東西好像蠻不錯的。主管在一旁開始講起勞的歷史跟機芯，懵懵懂懂的我只覺得「好像」是蠻厲害的，直到聽到價格後馬上傳回主管手上，畢竟即便是當時的價格（201x年）對於出社會沒多久的我也是個不敢想像的消費。過了一段時間我注意到隔壁的前輩一直轉動著手腕好像為了甚麼東西在陶醉，隨著他的目光看去才發現學長手上多了一隻水鬼王，更不用說同樣對錶有研究的主管剛進門一眼就看到，兩人開始互相虧了起來。在旁聽到水鬼王的價格更是讓我驚呼一山還真有一山高，這東西真「似乎」是蠻厲害的喔。201x年時潛水錶類型的勞力士正處於風頭上，講到勞大家直覺都想到黑水鬼或綠水鬼，手癢的我跟風買了一隻浪鬼來止止渴，雖然牌子不對但是型總是對了，都是潛水用的錶應該都一樣啦。愛錶的主管注意到我的新玩具，他湊了過來說錶款近似但你聽聽看這個聲音，當他轉動起陶瓷圈的時候我也分不清是錢錢的聲音加成還是其他因素，水鬼的聲音較小卻非常細膩文雅一格一格跳動聽起來非常平順舒服，相較起來我的浪鬼像是在開罐頭的聲音（我也不曉得這樣形容是否具體，一直到現在我仍覺得用這來形容浪鬼很貼切），當下我真的覺得勞力士的水鬼B格突破天際，這同時也向自以為解毒的我再次投下一顆燒夷彈，心中的烈火被熊熊點燃。這東西「真的」很厲害呀！在那之後我的心目中的第一名鎖定為GMT Master II，上班時天天都肖想著如果有閒錢的時候一定要馬上帶它回家。如同我另一篇介紹另一隻愛錶的文中所提的，在一次領到大筆將金的機緣下第一個計劃就是去把126710抱回家。深信網路流言說ATM一天提款上限只能1x萬且單次提款上限一次只能2萬的我，特別挑在晚上11點5x分去提款，自認為聰明的我飛快地在換日前按了五次密碼領了五次2萬湊成10萬，一看過了十二點又再按了六次密碼提了12萬。幸好當初防詐騙意識不如現在，不然超商店員早通報我是車手。我當下真認為我是計畫通怎麼會有那麼聰明省麻煩又可以一口氣領到錢的方法，現在回想起來覺得那時的我又古意又好笑又很87。如前篇所說，就是因為浪鬼戴久了習慣42mm錶徑，126710上手的當下一時覺得小而無法下定決心。「真要花這麼多的錢買一個讓自己心裡有點猶豫的錶嗎？」，這個問題開始在心中膨脹，面對著手上拿著計算機按著22.x萬就可以圓夢的店員，額頭已經冒出汗珠的我說：「我…我想一下」。就這樣，就這麼一個猶豫到這次入手時已過逾十年。22.x萬的價格也一去不複返，只能留在心中捶心肝。時光飛逝，當初的新鮮人變成3x歲的中年小叔。十年時間認識了當時的女友，到後來成為身分證上的老婆，換了幾份工作、買了車買了房、養了幾個毛孩，生活算不上大富大貴或是平步青雲，也算是尚有餘裕。對勞力士的追求一直沒停止過，僅止於上網看看止渴。與同好們講到勞時總是那句：「我去~當初22.x萬都沒買了現在我怎麼可能會買」，此刻想想那不是想說自己多聰明沒多花那冤枉錢，而是心裡一直存在的一股隱隱遺憾。回到這次主題，開始對DJ會有興趣是2019年與新工作的主管熟絡後，對著掛著Hamilton的我，臭屁地炫耀他的全金Day-Date，對於Day-Date沒什麼感覺的我（因為我的Hamilton Pilot也是Day-Date啊），也是在試戴主管的手錶後第一次覺得小錶徑現在在我手上不再那麼違和了，如今這種文錶在手上反而比水鬼款更讓我喜歡。被放毒成功的我某次看到網友分享綠羅馬的DJ，內心彭湃的想著「這不就是我一直要的B格嗎！」五珠、太陽圈、綠羅馬、不鏽鋼款、36mm，126234就是我要的！然後，就沒有然後了。隨著2020年疫情開始，勞的價格一飛衝天，許多打折款變成超訂款。那句話從「我去~當初22.x萬都沒買了現在我怎麼可能會買！」變成「我去~當初九折價22.x萬都沒買了現在我怎麼可能會超訂買！」。期間被公司外派到歐洲時在慕尼黑看著專賣店展示櫃裡滿滿的勞，換算台幣後心裡覺得可以接受猶豫著是否該在這下定決心。鼓起用氣走進店卻是被連潑冷水，天真的我以為歐洲貨源滿滿，店家不是看到亞洲人馬上板起臉說只接受預約、或是說櫃上的僅供展示沒貨賣、比較委婉一點的會對你說明店內貨只賣當地人，你可以看但是沒辦法賣你。這樣一來我是徹底心涼涼了，此後便沒甚麼把注意力放到勞力士上。結束派駐歐洲後在這個月趁著農曆年前空檔，與老婆兩人跑到日本放風。買錶完全不在計畫之中，放棄追勞以後對腕錶仍有興趣的我反而行程中多把注意力都放在CASIO最基本的電子錶上，機械錶總會因為太久沒配戴而停止，數支機械錶輪替服役的我每換一次錶常要經歷搖晃、對時、調整一鍵三連，經年累月下來不時有石英錶或電子錶真方便的想法。之後甚至不調了因為戴了二十年手錶的我對於錶的要求不再是精準報時，早是生活中的習慣和與衣服搭配的飾品，手腕上只要空著就不太自在。此次旅遊為慢遊路線，沒有特別行程每天晃來晃去吃吃喝喝購物，一天晃到店家看到展示著勞，老婆隨口問問我們要不要進去看看。帶著參觀不用錢心態的我踏入店後掃視一番，「啊…果然還是沒有那款啊…」，店小哥也忙著向門口的阿尼基招呼沒打算理我們，兩人甩甩頭晃出店家。「不意外啦怎麼可能會有」「晚上要吃燒肉還是…」思緒已轉向另一個地方時老婆說：「那這家呢？剛才那家都看了這家也看看吧反正今天也沒要幹嘛。」。進入店後倚著展示櫃看了幾眼，「這家東西比較新呀，等等這個…這個是？DJ綠羅馬嗎？半金的？噢噢噢！！！」有著旺夫運及強力推夫坑力的老婆在一旁溫柔地說：「要不要試試？」坐在招待區試戴著的我已經腦袋空洞，店員似乎也司空見慣向著仍清醒的老婆說：「保卡很新啊23年12月的全新品，現在退稅後的價格是…」，聽完價格老婆轉過頭來眼睛發亮地說：「要不要買！你不是想要嗎？想要就可以買啊！」，事後我向老婆詢問為什麼當下他聽到的時候看起來比我興奮，他解釋之前曾在網站上逛過，勞力士不都一百兩百萬嗎？這個才幾十萬一聽就覺得很便宜啊(笑)。「謝謝你勞力士官網我愛你，我曾經嫌過勞力士官網選錶介面很麻煩，現在我由衷感激因為這麼麻煩才能讓你把我老婆導到高價錶區去。」因為這次行程完全沒有想到會買錶，當下沒作決定先冷靜冷靜，畢竟是一筆消費更何況一直以來我設定的都只是不鏽鋼款。推夫坑能力強大的老婆看出我的猶豫，當晚不唬爛真的是軟硬兼施，「你不是喜歡嗎？喜歡就買啊，難得看到有想要的款式。」「不是可以保值嗎？你以前老說要保值就是要買勞力士！（模仿我的語氣）」「如果真的喜歡，錢又可以的話，我覺得可以買」「你不是想買勞力士很久了嗎？現在有了你又不買那你之前是在？」「後續看的店家都沒有這款，能遇到真的很難得。」「是男人就是要買一支勞力士！（模仿我的語氣）」坐在電腦前打字的我此刻真感謝老婆的強力推坑，否則也不會有這篇紀念入手勞力士的文章。其實對於勞力士使用甚麼機芯、有著怎樣的歷史、新舊代的差異我真不很懂，只有年紀越大越覺得那個酷東西我好像越來越想要，成了以後想買一個的屬於成年人的玩具。說來好笑，這次入手的正是一直以來我印象中最老氣最土的勞，如今土氣的五株鍊及太陽圈在我手中卻是隨著角度變化閃閃發著光，放射灰錶面配上綠字讓人久看不膩，玫瑰金的點綴更讓這隻手錶文雅脫俗。有時候感嘆時間過得好快人事物不停有感無感地變化，有時候慶幸因為自己頭上已冒出白髮反而能體會以前長輩口中所說的美。用此篇紀念邁入40歲前的我終於圓夢入手勞力士，提著袋子回飯店的路上像個小孩蹦蹦跳跳的。題外話老婆當晚其實還說了：「不然我贊助你x萬啊」我：「好我買！！！」是不是真的推坑能力很強？,8
332,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6907041,2024-01-19 03:36:00,誰可以救我的塌塌髮~!,"這天氣也太多變化了吧~昨天冷得要命,今天超級溫暖.騎車上班真的是有夠煎熬~安全帽一拿下來頭頂都塌塌的.有夠醜的啦!!去見客戶都羞死了~還以為我是這麼邋遢的業務~(哭)誰能幫幫我~有什麼好方法去處理髮型不亂跑不走鐘",21
333,Mobile01,https://www.mobile01.com/topicdetail.php?f=599&t=6907191,2024-01-19 09:48:00,英國百年老牌 Smythson 公事包,這個牌子在台灣幾乎沒有什麼知名度，不過我覺得質感很好有拿到四項英國皇室認證換季拍賣折下來也很划算！年終買一個公事包犒賞自己我買的是 Slim Briefcase in Ludlow MahoganySmythson 的包包很低調 Logo 都很小,0
334,Mobile01,https://www.mobile01.com/topicdetail.php?f=302&t=6906857,2024-01-18 12:30:00,這樣的服裝適合跟男友約會嗎？,這陣子剛好要跟男友看展覽~想說給他新的體驗，走走看俏皮的風格，剛好在anns跟airspace看到喜歡的衣服跟鞋子長相大概如下↓男生會喜歡女生穿這種style去約會嗎?,14
335,Mobile01,https://www.mobile01.com/topicdetail.php?f=599&t=6906865,2024-01-18 12:46:00,"想請問 ""Hanchor DUNE 快取輕行小包"" 有人背過嗎?",大家好我最近正在尋找輕又好背、好拿東西、能收的小小的不占空間、防水耐磨的輕量斜背包，希望用來出國時放一些小東西，例如: 小錢包、手機、行動電源、耳機、折傘等等，剛好有看到台灣品牌 Hanchor 的這款背包: DUNE 快取輕行小包，覺得很好看，但找不到什麼評價怕很雷，如果有背過的人能不能給點建議呢? 或是有推薦的類似的背包也可以~希望不要超過1500塊這個額度目前在考慮的有這幾個包包:[Hanchor] DUNE 快取輕行小包: (重量小於100g，基本斜背包樣式，後方有網袋可以置物)網址 $1390[Hanchor] SURFACE MESH 輕量化胸前/斜背包:(重量小於100g，跟上一個差在主包容量似乎較小以及網袋在前方且分成兩小格)網址 $1390<迪卡農> 2L 登山健行腰包 (似乎不防水 但好便宜><)網址 $349提前感謝大家，希望大家新的一年都順順利利~,1
336,Mobile01,https://www.mobile01.com/topicdetail.php?f=597&t=6906866,2024-01-18 12:48:00,請問版友們，LEVIS 的LVC66501原色的美版和日版製分別大不大？,"我在官網看日版製 7,254 元就有一條全新的另外我和網友商討購買他的，他有一條美製 66501， 也是7,254 元可以賣給我所以問問美版好還是日版好",1
337,Mobile01,https://www.mobile01.com/topicdetail.php?f=596&t=6906529,2024-01-18 01:57:00,除了燙平以外襯衫要如何保持平整?,"大家好,小弟進最近常常到需要穿襯衫的場合這陣子費了很多功夫再保持襯衫平整平常一定會手洗以外,曬乾後也是衣架掛著不會折雖然都做了但效果還是不佳,平常出門前也沒時間燙平因此想問大家平常還有什麼方法可以保持襯衫平整?",2
338,Mobile01,https://www.mobile01.com/topicdetail.php?f=598&t=6906586,2024-01-18 03:56:00,詢問 想送男友耐穿止滑的廚師鞋,想問問大家的建議～男友在餐廳內場當廚師看他的工作鞋已經穿好久了，鞋底也都磨平了這幾天還發現他鞋子已經有點裂開，都快開口笑了問他這樣穿都不會覺得不舒服嗎？他居然回我還好，沒甚麼感覺而且他覺得反正是工作穿的鞋沒差想把它穿到爆才甘願，反正都是舊鞋了，不想浪費但我怎麼想都覺得很危險啊廚房地板這麼滑，廚房的刀具跟熱鍋又多一個不小心滑倒其實真的很容易受傷欸所以有在想說趁他生日快到了買禮物之外再多買一雙廚師鞋送他（叫他再給我1元XD我自己有大概爬文找到三家評價不錯的但價格落差好像都還蠻大的（？想問問大家的意見勃肯我看很多人推這家，都說很好穿但也有看到說止滑效果沒有很好而且價位太高男友如果知道的話說不定還會叫我拿回去退QQ美而堅這也很多人推薦，他們護士鞋好像在護理界很有名大家都說止滑效果很好，還有透氣抗菌的設計價格也比較好下手，整體看起來CP值比較高牛頭牌這款價格相對比較低，推薦的人大多是說很便宜穿壞了要換一雙也不會太心痛但最大的問題就是很悶，穿一整天回家腳都超級臭XD以上都是整理網路上看到的評價這三家的鞋子我自己也沒穿過不知道大家比較建議哪雙呢麻煩各位餐飲界的大神推薦了,6
339,Mobile01,https://www.mobile01.com/topicdetail.php?f=598&t=6906650,2024-01-18 05:44:00,【開箱】皮中鑽石，馬臀皮 Balmoral Boots,這次開箱的這一雙，是 Carmina 的馬臀皮 Balmoral Boots。Carmina 採用的馬臀皮也是來自芝加哥的 Horween Shell Cordovan，近年來因為產量少，所以幾乎都是採用接單生產。接單生產和 MTO 的差異就是不能客製，反正官網有什麼規格你就只能選什麼規格，接下來就和 MTO 一樣，等待 2~3 個月。先來驗收一下 Balmoral Boots 的三大特色：【封閉式鞋襟】【水平拼接雙層設計】【鞋後跟採垂直縫合】如果想多了解什麼是 Balmoral Boots，您也可以參考這篇【開箱】高貴不貴 Carmina Balmoral Boots 之男生女生配接下來介紹幾項細節：【 270度固特異工法】在固特異工法上，採用 270 度的工法，讓腳跟線條更漂亮。當然，埋線也很重要。【JR 大底與原廠鞋頭鐵】這雙鞋子採用 JR 的大底，雖然不像琴底那麼明顯，但是仍加入了縮腰的工法，讓腰身更為迷人。鞋頭鐵部分這個是 Carmina 最棒的服務之一，不需要 MTO，下單的時候，打個勾就好了，由原廠師傅直接幫您裝好。最後來看幾張實穿照，馬臀皮在不同的光線下，會有不同的顏色呈現。不過今天太陽不大，所以室外的效果不明顯，改天太陽大一點，我在補一些照片。【室內】【室外】,2
340,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6911450,2024-01-29 04:14:00,分享!!!4D舒顏萃拯救臉頰凹陷超有用!!!,我天生臉頰凹陷 看起來顯兇又難親近從小到大的朋友、同事對我的第一印象都是：這人臉怎麼這麼臭、看就很難相處...小時候覺得沒關係這就是我的特色比起嬰兒肥臉肉我這樣還比較好勒長大後才發現我錯了不管怎麼吃胖都絕對不會在臉上長肉反倒隨著年紀增長膠原蛋白不斷流失臉的凹陷越來越明顯先來張我的歹笑面給各位 希望大家不會被嚇跑本身對醫美也是有點了解，大概知道有什麼方法可以改善之前出3D舒顏翠其實想過要打 ，但沒有信心自己會乖乖每天按摩所以當不用按摩的4D一出來立刻引起我的興趣到診所諮詢的時候醫生有補充到舒顏翠可以促進膠原蛋白增生、改善凹陷和膚質大約一個月後增生效果最好剛好很適合想用圓潤有福氣臉的我諮詢後當天立馬就進診間劑量是聽從醫生建議總共一瓶的量朋友有幫我側拍做紀錄這時候醫生正在跟我最後確認他會打哪裡、打多少然後現拆包裝給我看 可以看到是原廠的貨比較安心整個過程是先打麻醉再慢慢打入舒顏萃說真的～這過程都不太痛，諮詢師都在一旁跟我說說笑笑原本給我的壓力球根本沒用到但是醫師幫我按摩下針部位的時候認！真！很！有！感！！！！好險沒把壓力球還給諮詢師，不然我就只能捏自己的肉了但不得不說醫生下針很精準，打的也非常仔細一個月後回診所紀錄了一下自己的臉（左：Before/右：After）傑克 這真的太神奇啦 我的臉居然有澎起來的一天！！！側面看也很明顯，線條圓順了不少兩頰看起來不再那麼刻薄 也感覺比較柔和了臉上滿滿膠原蛋白隨便一拍看起來都超有精神感謝舒顏萃和技術好的醫生讓我今年過年不用再被親戚調侃臭臉再調侃我就...認真擺個最臭的臉給他們看好了,3
341,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6909057,2024-01-24 01:16:00,保養(保健)補骨產品,不確定是否能在該版發問，但因為小惡魔沒有其他更適合的版，因此上來詢問看看，我平常有上瑜珈課程和爬山，也有定期找認識的醫生做醫美，但我自己慢慢有感受到活力變差，我覺得除了外型的保養外，身體的保養也很重要，因為一旦體力、活動力變差就會比較顯老態，請問我有需要吃補骨那類的保健品做日常保養嗎，或是有推薦的嗎?,9
342,Mobile01,https://www.mobile01.com/topicdetail.php?f=376&t=6909748,2024-01-25 01:58:00,Snoopy,原來Moonswatch還有戲！期待還原度有多少各位怎麼看,2
343,Mobile01,https://www.mobile01.com/topicdetail.php?f=596&t=6908147,2024-01-22 06:10:00,Jack Wolfskin輕量好看的保暖外套分享,之前買Jack Wolfskin的睡袋和背包經驗都還不錯所以後來如果有去京站都會順便去逛一下上次去發現他們這季新出了輕量的防風防水保暖外套剛好過陣子要和朋友去爬合歡山北峰有需要造型設計也滿好看的，穿起來很合身就買了帽子是可拆式的目前騎車穿過幾次覺得還不錯內層有厚刷毛，穿起來真的很暖和重點是不會悶之前買這種防風防水的都會很不透氣而且風強一點其實還是會從一些小縫隙灌風進來啊下大雨也是會從拉鍊的地方滲進來但這件連拉鍊都是防水的，細節做得很好，沒這問題這幾天下雨天穿出門也確實沒有淋濕，淋雨實測OK外套內還有藏暗袋對我這種出門不愛帶包包的人很實用XD整體機能表現真的滿好的而且跟其他保暖外套比起來比較沒這麼厚重很適合冬天騎車或爬高山穿！,5
344,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6908696,2024-01-23 05:24:00,精華油的用法 油敷?混霜?,天冷臉乾到就算擦乳霜還是會脫皮聽從美容師建議入手育膚堂的精華油，也開始研究精華油原本以為精華油會讓臉長痘?但發現好像不一定，還是要看成分用量那些我現在有用油，皮膚保濕度細緻度都好很多，脫皮也已經有壓下來想再試試看不一樣的精華油用法例如:聽說對讓皮膚水嫩透亮很強的油敷法或是直接把精華油混在乳霜裡面的省時省量法XD目前是把精華油步驟放在精華液後、乳霜前想問大家有沒有混霜或油敷法的心得精華油一瓶也不便宜，怕換用法效果普普反而浪費掉太可惜請有在用精華油的前輩賜教，謝謝!,5
345,Mobile01,https://www.mobile01.com/topicdetail.php?f=600&t=6909212,2024-01-24 05:42:00,#請益 男生戴紅寶石會很奇怪嗎,當初買紅寶石的時候一直很猶豫會有一種紅寶石是女生才會選擇的寶石選項男生戴會不會太秀氣或太陰柔的感覺但最後還是衝一波下去了買了之後真的沒有後悔 後來朋友也說不用太在意男生佩戴紅寶石會不會很奇怪因為早期西方國家 紅色是權力的象徵像是亨利八世、愛德華七世那世代的國王都是配戴紅寶石一聽都想拿紫光燈來照照我的紅寶石閃一下大家了接著想順便請益一下各位大大在選擇戒圍時有什麼小秘訣或注意事項可以分享嗎目前都是自已設計拿去訂製成戒指但戒圍老是會有些許浮動也有考慮過是不是有水腫的可能所以早晚也都會再測量一次希望各位能留言討論一下,1
346,Mobile01,https://www.mobile01.com/topicdetail.php?f=597&t=6913147,2024-02-01 10:11:00,#分享 激推ROLE MODELS歐美辣妹反摺褲頭牛仔破褲,集結眾多細節的歐美牛仔褲，觀望好久終於下單購入!!2023秋冬流行的褲頭反摺西裝褲終於被我找到牛仔褲版，喜歡的巧思有好多個，容我一一跟各位介紹:＊低腰短褲頭-----長腿辣美眉完美比例先說這件牛仔褲版型自然偏大，166/50的我穿S號略鬆，比我還矮瘦的妹子只能望圖止渴了…小腰大屁屁是亞洲女生常見的梨形身材，這件牛仔褲的優點就是把腰/臀明顯區分開，讓腰腿比例更加修長非常建議搭一件有設計感的短版上衣，要露不露的小肚肚讓身體正面視覺比例更加修長!!＊特殊反摺褲頭-----小腰秘密設計跟一般牛仔褲一樣有四顆扣子，但最上面的一顆不是拿來扣緊的，是設計來讓身形看起來更修長的~往下翻褲頭的低腰設計視覺上肚子會露的比平褲頭來的多，輕輕一個轉身就是會有小小水蛇腰的視覺效果~牛仔褲本身的材質也選得很好，中間磅數的牛仔布在褲頭不會太服貼，不用擔心太緊身有肚子肉炸出的感覺，厚度剛好加上往下翻的細節處理得很好，非常有質感，輕鬆獲得大長腿!!＊兩腿膝蓋割破效果-----破得多不如破得好割破洞的位置介於小腿與膝蓋連接處，露出肉色的地方就代表拉長比例的地方除了短版上衣穿搭好看，正常版型的衣服像是大學踢搭起來也會讓人有瞬間抽高的視覺效果，適合平常穿搭屬於個性、中性風格的女孩＊褲頭前低後高斜-----背面提拉蜜桃臀是不是一件好看的牛仔褲還要取決於它的背部設計~低腰褲的一大特點就是顯臀型，但穿得太低、太垮就會讓人有沒精神的感覺，前低後高的褲頭設計讓屁股看起來翹、挺因為看上去口袋設計在對的位置，才能增加臀部立體感，這個細節可以為這件褲子再+50分，「臀型」好看，那它就是一件好的牛仔褲!!＊經典淺藍牛仔色-----各種光線下都好看輕鬆休閒又不失有趣的寶寶藍色，是平易近人的代表色，可鹹可甜的下著，搭配性超高!!左邊是整套水藍穿搭，水藍色絨毛外套、淺色牛仔褲加上畫龍點睛的藍色小包，就算天氣是陰天還是很搶眼~右邊是陽光下的自然光讓水藍色更跳躍、更加顯色，簡單的白色上衣配上經典鎖鏈黑色小包，經典歐美風就完成了，上墨鏡就算出門倒垃圾也會被認為是哪位鄰居明星~~以上我最喜歡的穿搭就是白色上衣配牛仔褲，都是韓貨代購的ROLE MODELS羅麻豆~反褶割破造型牛仔褲-S/極簡圓弧擺長袖Tee-白色,1
347,Mobile01,https://www.mobile01.com/topicdetail.php?f=714&t=6911664,2024-01-29 10:18:00,星座系列的行情價,想詢問各位大大們幾個問題型號：131.33.41.21.03.001問題１：依照現在的行情，全新ＡＤ及二手行情落在哪裡？問題２：以嘉義台南高雄屏東，有推薦的店家可以購買嗎？懇請大大們留言或者私訊告訴我，萬分感謝,3
